docity,강원강릉시,강원고성군,강원동해시,강원삼척시,강원속초시,강원양구군,강원양양군,강원영월군,강원원주시,강원인제군,강원정선군,강원철원군,강원춘천시,강원태백시,강원평창군,강원홍천군,강원화천군,강원횡성군,경기가평군,경기강화군,경기고양시,경기과천시,경기광명시,경기광주시,경기구리시,경기군포시,경기김포시,경기남양주시,경기동두천시,경기부천시,경기성남시,경기수원시,경기시흥시,경기안산시,경기안성시,경기안양시,경기양주시,경기양평군,경기여주군,경기여주시,경기연천군,경기오산시,경기옹진군,경기용인시,경기의왕시,경기의정부시,경기이천시,경기파주시,경기평택시,경기포천시,경기하남시,경기화성시,경기인천시청,경상거제시,경상거창군,경상경산시,경상경주시,경상고령군,경상고성군,경상구미시,경상군위군,경상기장군,경상김천시,경상김해시,경상남해군,경상달성군,경상마산시,경상문경시,경상밀양시,경상봉화군,경상사천시,경상산청군,경상상주시,경상성주군,경상안동시,경상양산시,경상영덕군,경상영양군,경상영주시,경상영천시,경상예천군,경상울릉군,경상울주군,경상울진군,경상의령군,경상의성군,경상진주시,경상진해시,경상창녕군,경상창원시,경상청도군,경상청송군,경상칠곡군,경상통영시,경상포항시,경상하동군,경상함안군,경상함양군,경상합천군,경상부산시,경상대구시,경상울산시,광주시광산구,광주시남구,광주시동구,광주시북구,광주시서구,대구시달서구,대구시수성구,대구시남구,대구시달서구.1,대구시달성군,대구시동구,대구시북구,대구시서구,대구시수성구.1,대구시중구,대전시대덕구,대전시동구,대전시서구,대전시유성구,대전시중구,부산시강서구,부산시금정구,부산시남구,부산시동구,부산시동래구,부산시부산진구,부산시북구,부산시사상구,부산시사하구,부산시서구,부산시수영구,부산시연제구,부산시영도구,부산시중구,부산시해운대구,부산시기장군,서울강남구,서울강동구,서울강북구,서울강서구,서울관악구,서울광진구,서울구로구,서울금천구,서울노원구,서울도봉구,서울동대문구,서울동작구,서울마포구,서울서대문구,서울서초구,서울성동구,서울성북구,서울송파구,서울양천구,서울영등포구,서울용산구,서울은평구,서울종로구,서울중구,서울중랑구,울산시남구,울산시동구,울산시북구,울산시울주군,울산시중구,인천시강화군,인천시계양구,인천시남구,인천시남동구,인천시동구,인천시미추홀구,인천시부평구,인천시서구,인천시연수구,인천시중구,전라강진군,전라고창군,전라고흥군,전라곡성군,전라광양시,전라구례군,전라군산시,전라김제시,전라나주시,전라남원시,전라담양군,전라목포시,전라무안군,전라무주군,전라보성군,전라부안군,전라순창군,전라순천시,전라신안군,전라여수시,전라영광군,전라영암군,전라완도군,전라완주군,전라익산시,전라임실군,전라장성군,전라장수군,전라장흥군,전라전주시,전라정읍시,전라진도군,전라진안군,전라함평군,전라해남군,전라화순군,전라광주시,제주서귀포시,제주제주시,충청갈매로,충청계룡시,충청고운동,충청공주시,충청괴산군,충청국책연구원1로,충청금남면,충청금산군,충청나리1로,충청나리로,충청남세종로,충청노을3로,충청논산시,충청누리로,충청다솜1로,충청다정남로,충청다정동,충청다정북로,충청다정중앙로,충청단양군,충청달빛1로,충청달빛로,충청당진군,충청당진시,충청대평로,충청도담동,충청도움1로,충청도움3로,충청마음로,충청마음안1로,충청마음안로,충청만남로,충청보듬2로,충청보듬3로,충청보듬4로,충청보람동,충청보람동로,충청보람로,충청보령시,충청보은군,충청부강면,충청부여군,충청새롬남로,충청새롬동,충청새롬북로,충청새롬중앙로,충청서산시,충청서천군,충청소담동,충청소정면,충청시청대로,충청아름동,충청아산시,충청연기군,충청연기면,충청연동면,충청연서면,충청영동군,충청예산군,충청옥천군,충청음성군,충청장군면,충청전의면,충청절재로,충청제천시,충청조치원읍,충청종촌동,충청증평군,충청진천군,충청천안시,충청청양군,충청청원군,충청청주시,충청충주시,충청태안군,충청한누리대로,충청홍성군,충청대전시
충청새롬북로,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00026536551488467975,,,,,,,,,,,,,,0.0002674229241576356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0007661865366604181,0.0006015229464171721,0.0008719852707231932,0.0009894113759379587,0.0006853540844953748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0006739796197465398,0.003223053134616208,0.0012373010041731103,,0.0040405795968519245,0.005400618117653228,0.00033354349246216057,,,0.00495780241775068,0.041561650382431856,0.00043690458861471676,0.03217939252948512,0.0037725983984160027,0.0080049505638039,0.005280827877548352,0.00839168390065089,0.007524410241346528,,0.00451485864882657,0.004801323716204399,0.00026341503314540734,,0.005667385945092895,0.003607777853493409,0.0057505507384636905,0.005412538983282968,0.0032326946656076193,0.0034108363480443533,0.0034108363480443533,0.0003972626528267514,0.004005912930730809,0.004005912930730809,0.004005912930730809,0.006540613143658612,0.006540613143658612,0.006540613143658612,0.00026080684531108234,0.0003640768172944554,0.0013325595773976014,0.00040567093900083044,0.015535988112881932,0.015535988112881932,0.7,0.015535988112881932,,,0.0036785816769992247,0.0005475877733890458,0.004039293360863092,0.004196566866495392,0.00038023030284540664,0.006007042923693993,0.0021609746016950943,0.0014123633863903837,0.0012223162724242218,0.00026525442853506424,0.00036656579433205625,0.0004489303391120995,,0.003246812970326393,0.0006730546709859748,0.004653449902139817,,0.00107233809058827,0.004197434793288516,0.00034766619629096905,0.00034816118514902067,0.00041689836896285513,0.0003851910179679718,0.0008808417611284392,0.0006026332215636298,,,0.004775924706167507,0.0002851579492991083,0.0008420452466884112
충청새롬중앙로,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00026536551488467975,,,,,,,,,,,,,,0.0002674229241576356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0007661865366604181,0.0006015229464171721,0.0008719852707231932,0.0009894113759379587,0.0006853540844953748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0006739796197465398,0.003223053134616208,0.0012373010041731103,,0.0040405795968519245,0.005400618117653228,0.00033354349246216057,,,0.00495780241775068,0.041561650382431856,0.00043690458861471676,0.03217939252948512,0.0037725983984160027,0.0080049505638039,0.005280827877548352,0.00839168390065089,0.007524410241346528,,0.00451485864882657,0.004801323716204399,0.00026341503314540734,,0.005667385945092895,0.003607777853493409,0.0057505507384636905,0.005412538983282968,0.0032326946656076193,0.0034108363480443533,0.0034108363480443533,0.0003972626528267514,0.004005912930730809,0.004005912930730809,0.004005912930730809,0.006540613143658612,0.006540613143658612,0.006540613143658612,0.00026080684531108234,0.0003640768172944554,0.0013325595773976014,0.00040567093900083044,0.015535988112881932,0.015535988112881932,0.015535988112881932,0.7,,,0.0036785816769992247,0.0005475877733890458,0.004039293360863092,0.004196566866495392,0.00038023030284540664,0.006007042923693993,0.0021609746016950943,0.0014123633863903837,0.0012223162724242218,0.00026525442853506424,0.00036656579433205625,0.0004489303391120995,,0.003246812970326393,0.0006730546709859748,0.004653449902139817,,0.00107233809058827,0.004197434793288516,0.00034766619629096905,0.00034816118514902067,0.00041689836896285513,0.0003851910179679718,0.0008808417611284392,0.0006026332215636298,,,0.004775924706167507,0.0002851579492991083,0.0008420452466884112
충청서산시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014279340441299665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04338812408656202,0.04338812408656202,,,,,,,,,,,,,,0.04099736749024489,,,,,,,,,,,,,,,0.01563139713310802,,,,,,,,0.7,,,,,,0.016604879563217382,,,,,,0.02189939792302948,,,,,,,,,,,,0.017036035268377797,,,,0.05734135986867503,,0.02943397413892411,
충청서천군,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.057645116964221206,0.02159603366315605,,,,,,,,0.019485442446418092,,,,,,,,0.0156269228872231,0.027051747833688005,,,,,0.015585942613503134,0.012944826736803345,,,,,,,,,,0.013941583877643285,,0.013584339569281276,,,,,,,,,0.01975927620433205,,,,,,,,,,,,,,,,,,,,,,,,,,0.0261607837151475,,,0.02597313742257965,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,0.017549623404770235,,,,,,0.013095222661233185,
충청소담동,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0003337800535889586,,,,,,,,,,,,,,0.0003301738188462683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0010384180703591663,0.0007968454639522413,0.0011655220063721114,0.0012986505428295657,0.0009069988295212505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0007813486638884848,0.0028721350450000554,0.001142768359923467,0.000339101845779483,0.04837530404860057,0.005812956698314422,0.00041783859461413004,,,0.01360477279322548,0.004972332846446865,0.0005006406669262886,0.004231327478810302,0.0037766182645435557,0.0036718781543736995,0.003215095727615961,0.004763987358542004,0.003968997377972226,,0.0036053906080921313,0.003910113640918766,0.0003450440666677641,,0.007175653785880995,0.004152578219445635,0.003883702386949075,0.003987139170089961,0.0027788820190656903,0.0029346828155677857,0.0029346828155677857,0.00048967193513533,0.004682748889111858,0.004682748889111858,0.004682748889111858,0.009183039324192843,0.009183039324192843,0.009183039324192843,,0.0004968455284614582,0.0025265824253429114,0.00045372537990306266,0.004538828858124937,0.004538828858124937,0.004538828858124937,0.004538828858124937,,,0.7,0.0006638210170362838,0.03244340655544047,0.003617146112770596,0.00045254083548865686,0.008654701461778451,0.003022782936468157,0.002347862610763229,0.0016236457485231048,0.0003424617260265306,0.0004224393460120729,0.000598929468345623,,0.0022581842257855247,0.0008214146382278475,0.004795519034492587,,0.0014907829925482733,0.003587886150432181,0.0004646150994853648,0.00045363996866495655,0.0005119529638222993,0.00043095655081743417,0.0014171486547676253,0.0008846876319849224,,,0.01950124285964192,0.0003293350710717728,0.0011180287600553122
충청소정면,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0032762149151144985,,,,,,,0.0022871561097294016,,0.0019231516480314238,,,,,0.0036441450076673083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0023122685820595322,0.0020689034373054115,0.0024085292699797555,0.0025046301436533174,0.002184707791403793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002150007336854642,0.00463406873162611,0.00350237295516034,0.0019132153188501427,0.0038039909763762565,0.003550998964958849,,0.0020970769064914264,0.0020970769064914264,0.003709319556499103,0.0038365357084374253,,0.0037974961016062,0.004459014466016893,0.004114994500850021,0.0042635765017097855,0.004094679131476046,0.004149352612993845,,0.004375446808684238,0.004329834571236376,0.002178234028561618,0.0021572517455264893,0.0036105524290542656,0.0044341875846800145,0.004250818746037422,0.004272948842360994,0.00462418699559708,0.004581418597891656,0.004581418597891656,0.009785440075553011,0.004336528785691349,0.004336528785691349,0.004336528785691349,0.0037281371075864704,0.0037281371075864704,0.0037281371075864704,,0.001898276382214905,0.003790145565351225,0.001998569140777119,0.003847478515082272,0.003847478515082272,0.003847478515082272,0.003847478515082272,,,0.003780158891598961,0.7,0.0037346090763378135,0.004415482761248165,0.007058237105929245,0.0036751576423311788,0.004839163622089198,0.004630424750320834,0.0061962354737905515,,0.0039254580076392405,0.0018330349729408586,0.002050517146008196,0.004292418177896216,0.019331375786206414,0.004274278619618254,,0.006029080268708934,0.004417039504687608,0.0028391289568365868,0.0037919478235181317,0.011980840090909342,0.0025215603100665965,0.003521278696035949,0.003111376439249275,,,0.0037847278847356895,0.0023584569510345784,0.002371885607338628
충청시청대로,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00030755995753636997,,,,,,,,,,,,,,0.00030474065067820566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0009794868329740787,0.0007489613744563656,0.001105938107797519,0.0012401361720989527,0.0008553533424049927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0007434720515853758,0.002646905389810991,0.0010893876940662917,0.00031224486422459677,0.03263625402156852,0.006578919997808456,0.0003917036442319088,,,0.020982655944101505,0.00513150627228226,0.0004727429045548972,0.004333545371066389,0.003428163282111059,0.0035464898873057383,0.003055580320306525,0.004579074653257454,0.0038038071393621626,,0.0033478384886854867,0.0036252449737989296,0.00031746425517203465,,0.008536553463038709,0.0037083462932535312,0.003658285071249113,0.0037305580717867425,0.002571864551706174,0.0027127370582841945,0.0027127370582841945,0.00045053852541489936,0.004180559118003489,0.004180559118003489,0.004180559118003489,0.011251133270147528,0.011251133270147528,0.011251133270147528,,0.0004586170589881025,0.0021965566349911774,0.00042711837549594926,0.004633549156011119,0.004633549156011119,0.004633549156011119,0.004633549156011119,,,0.030162783968641,0.0006097208783064873,0.7,0.003334840331911638,0.00041835137259491187,0.01076174071186627,0.002644489569830297,0.0020378131476484307,0.001453336859757878,0.00031901004384282764,0.0003927013925776076,0.0005588954664000819,,0.002150828934939003,0.0007516725552625034,0.004355922726243153,,0.0013319338330465445,0.003310588669883061,0.00042594211876208893,0.00041604087132291075,0.000471004541089791,0.00040351313090078575,0.0012701615530023253,0.0008039844662174987,,,0.027688969254681926,0.0003070110441730737,0.0010603790128606465
충청아름동,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00013429612701254442,,,,,,,,,,,,,,0.00013556511662168478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00031613862816710523,0.0002549917160254241,0.0003503126918134225,0.0003865702293857021,0.0002851767783917638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00027610473676486293,0.0053017638506569304,0.0005392505776926572,0.00012572572673207757,0.0014894582889673179,0.0012125448415580716,0.00014719472382960356,,,0.0014284406490540009,0.0019712941650454753,0.0001902334820268068,0.0017879568782216363,0.010186554536255391,0.0034337708380704395,0.00420376495554276,0.0038061454844600445,0.004307771409493333,,0.021514697518872767,0.014960987956833479,0.00013025191054422282,,0.0013055784351475941,0.005283934389872151,0.007163484036957227,0.008858067192984298,0.00461021704653609,0.005984085343155685,0.005984085343155685,0.00020824724221484676,0.004821691529066419,0.004821691529066419,0.004821691529066419,0.0015449326866190925,0.0015449326866190925,0.0015449326866190925,,0.0001703195960928189,0.0006677917038878515,0.00018357329879067257,0.0019921178729683945,0.0019921178729683945,0.0019921178729683945,0.0019921178729683945,,,0.0013916291992789743,0.00029831604822546276,0.0013800268965252621,0.7,0.0001965652031911013,0.0014229478850463597,0.0018313963564641675,0.0008418954194565321,0.0008018972793237578,,0.00018401199233311093,0.00019813181322898168,,0.0017686637866691874,0.0003802557326702715,0.005509792728668676,,0.0006574152192454482,0.13325512751047666,0.0001740295617428953,0.0001778871872242476,0.00021960665854427945,0.00018357772887512313,0.0004371395128337279,0.00029663982355471294,,,0.001549994971318246,0.00013874568500021097,0.0003396142143380363
충청아산시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0027403399755167924,,0.0026739587663954355,0.004529052551321806,,,,,,,0.003861053064906213,,0.0029839367249433362,,,,,0.006383196019150495,,,0.0032608436851117575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0026737199587194343,0.0027692499631483914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004328186810503338,0.0039562433298512105,,0.0037193226322853696,0.003595061198401672,,0.004264246404401896,0.004264246404401896,0.0036753018792339428,0.003816486012140467,,0.0038068006287588223,0.004178644187597101,0.0040237407954413495,0.004129549455556214,0.003975094824292876,0.00403001596641093,,0.0041580154067817005,0.004120507304644672,,0.004442097864176144,0.003628135454507846,0.0041431509984569325,0.004085491213385175,0.00409114850040287,0.004336256781965946,0.004300458159747094,0.004300458159747094,0.010867203222674572,0.004083794814405227,0.004083794814405227,0.004083794814405227,0.003703196824887647,0.003703196824887647,0.003703196824887647,,,0.003592603102575448,0.0027101896679559037,0.0038327516137849934,0.0038327516137849934,0.0038327516137849934,0.0038327516137849934,0.0031827438802523706,,0.0036970755020450936,0.010125995554784824,0.003676180008550447,0.004173973667011704,0.7,0.0036674631934422467,0.0043106809759419,0.0040863900543199605,0.004868915271759429,,0.008619175419084666,,,0.004240990129479498,0.007571008169424919,0.004057783751905334,,0.004725829624724992,0.00417662373460578,0.003038828731206679,0.003992546519860243,0.011776475185044741,0.003828599919300917,0.003382578953316491,0.00309839842178424,,,0.0037191246164709636,0.004232752074000656,0.0026438781931511254
충청연기군,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00023844033895184516,,,,,,,,,,,,,,0.00023772171709279547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0007746043778976152,0.0005923070671112004,0.000886273786355885,0.001009379942303079,0.0006802771872009409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000618932666618132,0.0021512332682973615,0.0009464376339653742,0.00023951101294496,0.007147229042543766,0.011536621419225927,0.0003124300459389934,,,0.017408591097853008,0.006306224237703888,0.0003889158846451065,0.0051730997744214744,0.0026714978011859254,0.0033428832623512,0.0027296830588829876,0.004182916788385061,0.003482989125001222,,0.002781691998744694,0.0029937154178319965,0.00024354920706132018,,0.02427462832757435,0.0027662811806701106,0.003168982961672763,0.003162945381882981,0.0021152029552860448,0.002224632213049444,0.002224632213049444,0.00034983645231582457,0.0031035688631086797,0.0031035688631086797,0.0031035688631086797,0.033321899676283157,0.033321899676283157,0.033321899676283157,,0.00035035687299863147,0.0014403860205157652,0.0003509854156710116,0.00543902028642729,0.00543902028642729,0.00543902028642729,0.00543902028642729,,,0.006351095322044804,0.0004736019208199457,0.00849442700343614,0.0027141138009777036,0.00032942894668969456,0.7,0.0018701241817158857,0.0013810451237638713,0.0010692708751162037,0.0002501947589057628,0.0003139184130333875,0.00043627160045300417,,0.0019197540420648328,0.0005797854604071175,0.0033702239477883204,,0.00096927735845378,0.0027009906033022744,0.0003236794746600665,0.0003180035594001259,0.00036594158060662257,0.0003283551828012364,0.0008977055799310395,0.0005910611692777915,,,0.01031614271595506,0.00024650804944574984,0.0008505654098628221
충청연기면,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0006530584735256003,,,,,,,,,,,,,,0.0006502287731806869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0013631765381994306,0.0011119534104822,0.0014777414314795139,0.001594626000828933,0.0012273969886061155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0011179681256414037,0.008091050083553087,0.0019247192885801653,0.0006127850818225587,0.0054307535915255984,0.0038681561925508813,0.0006443462599810264,,,0.004756870367371479,0.00475630648559806,0.0007884027894730809,0.004388177550568427,0.01007942680117884,0.0055201408528076324,0.00583235007044508,0.006259653284054048,0.006041206602342056,,0.007701605107135152,0.007844240114247595,0.0006391354058426123,,0.00415582321890752,0.011545496510530804,0.006818998467178653,0.007236928712126929,0.007423429858430618,0.007770275954938662,0.007770275954938662,0.001025279864885433,0.01016034134097911,0.01016034134097911,0.01016034134097911,0.004726431122745798,0.004726431122745798,0.004726431122745798,,0.0008131939081627347,0.0038297627390330652,0.0007631215578293573,0.004680083623291011,0.004680083623291011,0.004680083623291011,0.004680083623291011,,,0.0053057588641397336,0.0014915980141632648,0.004992722519987886,0.008355364715662696,0.0009261597086005085,0.0044731602093153145,0.7,0.006579010574138562,0.005963260872715032,,0.000825818225923876,0.000892233827577595,0.0005833074700233754,0.0042648409320427405,0.0019792707209653213,0.008733521048594626,,0.004605576937623122,0.0082754824438814,0.0008757299830325649,0.0008970804015392241,0.0010817765740140015,0.0007818600807943105,0.0023891459851564157,0.0015460930711872825,,,0.005226318659256535,0.0006127285388651604,0.001433465318477029
충청연동면,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0010398174340411244,,,,,,,,,,,,,,0.0010057444152850015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0021223859642281054,0.0017386905146831713,0.0022473315705494297,0.002368868735075772,0.0018968151745056038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0015845820767297688,0.005621708448027891,0.0023070618380289557,0.0010368985066707154,0.006250103555079141,0.0045473584441718925,0.000986022573925122,,,0.0054709900761378055,0.004810873465823619,0.0011167736845363178,0.004511765159581195,0.0064386763957994,0.004912401689767105,0.004933235929707425,0.005457487176853577,0.005195138353281063,,0.005701414325081053,0.005838585308767611,0.001077609176231717,,0.004823069885034826,0.006993040334980244,0.005475006809774996,0.00565336519701809,0.005398603715374221,0.005539466231041714,0.005539466231041714,0.0015750960709668357,0.006874945028398098,0.006874945028398098,0.006874945028398098,0.005229262302727015,0.005229262302727015,0.005229262302727015,,0.0013964189394616124,0.00982273110045624,0.001057967396239254,0.004704164759795635,0.004704164759795635,0.004704164759795635,0.004704164759795635,,,0.006337899514282908,0.0021949995911642716,0.0059168703693811804,0.005907086571771502,0.0013502430249229364,0.005080237302027227,0.01011795416157092,0.7,0.008371157095994336,0.0008697942632441877,0.001161499801969431,0.0014380628598080565,0.0009724338730091995,0.004023683024441089,0.0028839340739753114,0.006428496322931602,,0.009148945237098716,0.005873963288792941,0.0015336596366533261,0.0015178355259572484,0.0016493857985367794,0.0010760733791748652,0.005522587034498163,0.003091231090824113,,,0.005861168622986975,0.0008704406840650828,0.002178504914400459
충청연서면,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0012334906219404998,,,,,,,,,,,,,,0.0012227796332824295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0019039337037074619,0.001606228423665041,0.002019234652319401,0.002134978005697875,0.0017391252594382777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0015848417129107806,0.006519051284432004,0.002652646178252282,0.0010845445435252597,0.004830727062644687,0.003947391662576509,0.0009834174593741404,,,0.0044663486566546015,0.004479567443952206,0.0011813410808861927,0.004295433649049051,0.006554642041923752,0.004989704744566726,0.005261322320093787,0.005211005943812384,0.0051972844523400724,,0.005942149754637121,0.005906303166818359,0.0011578076940837617,,0.004121836103683201,0.006729580957743672,0.005542532455870279,0.00568102722754333,0.00631768223513835,0.006326920159630157,0.006326920159630157,0.002062968761120473,0.006373282479952769,0.006373282479952769,0.006373282479952769,0.004437111438203717,0.004437111438203717,0.004437111438203717,,0.0013238942478731137,0.004948955715664073,0.0011801838545517427,0.004453152707194859,0.004453152707194859,0.004453152707194859,0.004453152707194859,,,0.004794152782403556,0.0032128425861690274,0.0046157460221647505,0.00615434516922909,0.0017597552197444384,0.004302409946913968,0.01003145323558106,0.009156582510487616,0.7,,0.0014597433922495517,0.0013481510972520917,0.001055337570738575,0.004648714975004419,0.0047279566740947914,0.006025745210304876,,0.020699234088473156,0.006139853050022621,0.0016226287683569697,0.001743031477742752,0.00219301339231325,0.001273992816463798,0.003768630922946104,0.002637645927937035,,,0.004707006758258415,0.001041485402142392,0.001968945388723635
충청영동군,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006019838049628427,,,,,0.0065793774838653896,,,0.011170163362137565,,,,,0.0057292573639925815,,,,,0.007825625791514976,0.006282486466852161,,,,,,,,,,,,,,,,,,,0.005658249246655616,,,,,,,,,,,,,,,,,,,,,,,,,0.008644645171683382,0.009970891024006806,0.008045461171042852,0.007586612074475038,0.009059843457758445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015380762482042083,,,,,,,,,,,,,,,,,,,0.0062473963574071175,,,,,,,,0.0067846550166073575,,,,0.0059336617483259635,0.005997218078578594,0.01213666475528628,,,0.005956303687069844,0.00573025932345783,,0.005713449476760881,,,,0.005608068374121294,,,,,,,0.005975632632505353,,,,,,,,,,,0.0059024170139773974,0.0059024170139773974,0.0059024170139773974,,0.009461672289692283,0.0061583508413487675,,0.005702686716084054,0.005702686716084054,0.005702686716084054,0.005702686716084054,,,0.005967130109115177,,0.005978783787726417,,,0.005940665985361305,,0.005614322238562028,,0.7,,0.013926417334606329,,,,0.005571263439947632,,,,,,,,0.006344659425341627,0.006428765198731342,,,0.0059173374836088664,,0.008136111363914164
